"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"09.12.2020","86,0750","87,4750","87,4750","84,5250","2,23M","-1,23%"
"08.12.2020","87,1500","85,9250","87,9250","85,1250","2,62M","1,43%"
"07.12.2020","85,9250","84,5000","85,9250","84,1500","2,96M","1,69%"
"04.12.2020","84,5000","84,0000","85,0000","82,9750","1,79M","0,66%"
"03.12.2020","83,9500","81,5750","85,0000","81,5000","3,03M","3,01%"
"02.12.2020","81,5000","84,2500","84,3750","81,5000","3,64M","-4,12%"
"01.12.2020","85,0000","88,0000","88,5250","84,1500","3,34M","-2,35%"
"30.11.2020","87,0500","86,4250","88,6250","85,0000","4,75M","1,52%"
"27.11.2020","85,7500","82,0000","86,4500","81,5000","3,44M","5,54%"
"26.11.2020","81,2500","81,0000","82,2250","79,5750","3,43M","1,56%"
"25.11.2020","80,0000","79,2500","82,1500","78,7500","5,01M","1,85%"
"24.11.2020","78,5500","82,5000","83,2750","77,6750","9,83M","-4,24%"
"23.11.2020","82,0250","89,0000","89,2000","81,7250","7,60M","-6,87%"
"20.11.2020","88,0750","90,3000","91,4750","87,6500","4,21M","-2,33%"
"19.11.2020","90,1750","93,9000","94,2750","89,6750","6,48M","-2,85%"
"18.11.2020","92,8250","92,7000","96,3500","90,6750","10,56M","6,06%"
"17.11.2020","87,5250","86,1000","87,5250","84,7500","4,24M","2,97%"
"16.11.2020","85,0000","89,3750","89,7250","82,6500","5,65M","-1,85%"
"13.11.2020","86,6000","83,1500","87,3250","82,3250","5,38M","6,72%"
"12.11.2020","81,1500","81,7750","82,8000","80,7500","3,74M","-0,25%"
"11.11.2020","81,3500","80,0000","83,4250","78,7000","7,70M","-0,43%"
"10.11.2020","81,7000","86,7250","87,8500","80,5000","13,16M","-3,68%"
"09.11.2020","84,8250","98,5500","101,0000","84,3000","14,24M","-12,26%"
"06.11.2020","96,6750","92,7500","96,6750","91,6500","2,85M","4,15%"
"05.11.2020","92,8250","90,6500","94,9500","90,6500","4,83M","3,40%"
"04.11.2020","89,7750","87,0000","90,1750","86,7500","2,99M","3,19%"
"03.11.2020","87,0000","88,0000","89,0000","86,8750","1,95M","0,58%"
"02.11.2020","86,5000","90,0000","90,7750","86,5000","3,11M","-3,89%"
"30.10.2020","90,0000","87,2500","90,2250","86,7750","2,05M","3,78%"
"29.10.2020","86,7250","85,0000","88,0750","84,9250","2,10M","0,84%"
"28.10.2020","86,0000","89,9000","91,5000","85,0000","3,37M","-4,44%"
"27.10.2020","90,0000","87,1000","90,0250","87,1000","3,05M","3,45%"
"26.10.2020","87,0000","88,5000","90,0000","86,8750","2,19M","-2,79%"
"23.10.2020","89,5000","89,9500","90,9500","88,3750","1,51M","-0,56%"
"22.10.2020","90,0000","87,5250","91,0500","85,4000","4,05M","2,83%"
"21.10.2020","87,5250","90,1500","91,2000","86,3250","2,83M","-2,83%"
"20.10.2020","90,0750","88,5000","92,3000","88,5000","7,61M","2,07%"
"19.10.2020","88,2500","86,9500","88,9250","85,8250","2,69M","2,62%"
"16.10.2020","86,0000","85,2500","86,7500","85,1500","1,22M","1,03%"
"15.10.2020","85,1250","86,0500","86,3500","84,3750","2,41M","-1,07%"
"14.10.2020","86,0500","86,5250","87,3000","85,9000","2,20M","-0,38%"
"13.10.2020","86,3750","85,9500","87,1250","85,1000","1,70M","0,70%"
"12.10.2020","85,7750","88,0000","89,0000","85,1500","2,58M","-2,14%"
"09.10.2020","87,6500","86,5000","87,9500","86,0000","2,59M","1,42%"
"08.10.2020","86,4250","83,7500","88,3250","83,0750","28,61M","-1,28%"
"07.10.2020","87,5500","87,4000","89,2000","86,5000","1,18M","0,17%"
"06.10.2020","87,4000","88,5000","89,5000","86,4500","1,29M","-1,24%"
"05.10.2020","88,5000","84,8250","88,6750","84,7250","1,80M","4,98%"
"02.10.2020","84,3000","84,5000","84,5000","83,1250","1,20M","-0,82%"
"01.10.2020","85,0000","84,0000","85,5000","82,2250","1,84M","1,92%"
"30.09.2020","83,4000","83,6250","83,8500","82,2750","1,49M","-0,92%"
"29.09.2020","84,1750","85,2500","85,2500","83,8750","920,68K","-1,03%"
"28.09.2020","85,0500","85,6250","86,5000","84,0500","1,45M","-0,67%"
"25.09.2020","85,6250","87,5000","87,7500","84,2750","2,43M","0,65%"
"24.09.2020","85,0750","85,7500","86,4750","84,2750","1,74M","-2,66%"
"23.09.2020","87,4000","87,5000","88,6500","86,0250","1,73M","1,60%"
"22.09.2020","86,0250","85,0000","87,4500","84,9250","1,39M","2,66%"
"21.09.2020","83,8000","83,7750","84,9750","82,0500","1,19M","0,15%"
"18.09.2020","83,6750","84,6250","85,9000","83,1500","1,61M","-1,09%"
"17.09.2020","84,6000","83,4000","85,5500","82,5000","896,93K","0,12%"
"16.09.2020","84,5000","85,5000","86,4250","84,0250","2,44M","2,52%"
"15.09.2020","82,4250","84,5500","84,7500","82,0000","959,13K","-1,73%"
"14.09.2020","83,8750","82,5000","84,4250","80,7250","1,15M","2,79%"
"11.09.2020","81,6000","82,5250","83,1000","81,2500","1,03M","-0,91%"
"10.09.2020","82,3500","83,0750","84,0750","81,3750","1,14M","-0,81%"
"09.09.2020","83,0250","81,9500","84,1250","80,2500","1,35M","1,07%"
"08.09.2020","82,1500","83,5000","83,5000","78,9250","1,30M","-0,45%"
"07.09.2020","82,5250","80,8000","83,2250","80,5000","1,89M","3,16%"
"04.09.2020","80,0000","80,5000","82,6250","77,5000","3,87M","-0,87%"
"03.09.2020","80,7000","87,5250","88,0500","80,4250","2,72M","-7,00%"
"02.09.2020","86,7750","87,5250","89,1500","86,3000","1,59M","-0,46%"
"01.09.2020","87,1750","85,5000","87,4750","85,0000","1,62M","2,56%"
"31.08.2020","85,0000","85,2750","85,7500","84,2000","2,01M","-0,26%"
"28.08.2020","85,2250","85,3750","85,6500","83,6000","1,59M","-0,18%"
"27.08.2020","85,3750","87,0000","87,3250","84,6500","2,10M","-1,27%"
"26.08.2020","86,4750","84,2750","87,4500","83,8000","2,01M","2,95%"
"25.08.2020","84,0000","85,7500","86,5000","83,5000","2,60M","0,87%"
"24.08.2020","83,2750","83,0000","84,7500","82,6500","2,12M","2,30%"
"21.08.2020","81,4000","84,0000","84,2250","81,0250","1,92M","-2,46%"
"20.08.2020","83,4500","81,4500","84,5000","80,2000","3,16M","2,46%"
"19.08.2020","81,4500","78,5250","81,4500","77,8750","2,88M","3,82%"
"18.08.2020","78,4500","81,2500","81,2500","77,7250","2,87M","-1,32%"
"17.08.2020","79,5000","79,0000","81,0000","78,2750","4,56M","2,98%"
"14.08.2020","77,2000","78,2500","78,6750","76,4750","5,90M","0,98%"
"13.08.2020","76,4500","78,4750","78,5000","75,7250","8,46M","11,04%"
"12.08.2020","68,8500","70,0000","70,2500","65,5000","2,66M","-1,47%"
"11.08.2020","69,8750","72,6000","73,4000","69,7500","2,06M","-2,27%"
"10.08.2020","71,5000","75,7500","75,7500","71,5000","1,33M","-4,16%"
"07.08.2020","74,6000","73,9000","75,1750","73,6750","1,63M","1,46%"
"06.08.2020","73,5250","73,8500","75,0750","73,1250","1,08M","-0,64%"
"05.08.2020","74,0000","74,0250","74,0250","72,4000","739,17K","1,30%"
"04.08.2020","73,0500","75,0000","76,0000","72,3000","1,39M","-0,48%"
"03.08.2020","73,4000","71,0000","73,4000","70,7000","1,64M","4,15%"
"31.07.2020","70,4750","68,3500","70,5250","68,3500","988,17K","3,64%"
"30.07.2020","68,0000","68,4750","68,8750","67,6000","779,61K","-0,62%"
"29.07.2020","68,4250","68,4250","68,7500","67,5250","1,03M","-0,07%"
"28.07.2020","68,4750","70,7000","71,4000","68,4250","1,15M","-4,83%"
"27.07.2020","71,9500","69,2000","72,1750","69,2000","838,21K","4,09%"
"24.07.2020","69,1250","70,7000","70,9500","68,3250","1,34M","-3,86%"
"23.07.2020","71,9000","70,0250","72,0000","69,8250","617,74K","3,27%"
"22.07.2020","69,6250","70,5500","70,5500","68,5750","1,06M","-1,66%"
"21.07.2020","70,8000","73,5000","74,0500","70,5250","1,39M","-2,38%"
"20.07.2020","72,5250","70,9250","72,5250","70,6000","813,02K","2,44%"
"17.07.2020","70,8000","70,5250","71,4500","70,2500","654,49K","0,53%"
"16.07.2020","70,4250","69,3000","70,8250","68,2500","882,13K","2,36%"
"15.07.2020","68,8000","68,7500","70,8250","68,3250","1,18M","1,81%"
"14.07.2020","67,5750","69,8750","69,8750","67,4750","1,51M","-3,64%"
"13.07.2020","70,1250","72,2000","72,4250","70,0250","1,11M","-2,20%"
"10.07.2020","71,7000","72,5000","72,7500","71,2000","851,66K","-1,10%"
"09.07.2020","72,5000","72,0000","72,7500","71,1250","1,08M","1,40%"
"08.07.2020","71,5000","72,5250","73,4750","70,6000","1,82M","-0,24%"
"07.07.2020","71,6750","71,1250","71,8750","70,2750","1,37M","2,25%"
"06.07.2020","70,1000","69,7000","70,1000","68,2000","904,45K","2,94%"
"03.07.2020","68,1000","68,9000","69,7250","67,0250","889,14K","-0,55%"
"02.07.2020","68,4750","67,7500","68,4750","66,9250","1,03M","2,97%"
"01.07.2020","66,5000","65,3000","66,7250","64,6000","1,25M","1,88%"
"30.06.2020","65,2750","63,8250","65,3750","63,8250","884,80K","2,59%"
"29.06.2020","63,6250","65,4250","65,9250","63,1250","1,53M","-2,86%"
"26.06.2020","65,5000","64,2500","65,9750","64,1750","1,25M","2,75%"
"25.06.2020","63,7500","62,5000","64,1250","62,0750","1,12M","2,00%"
"24.06.2020","62,5000","63,5000","63,6250","62,3500","1,03M","-1,50%"
"23.06.2020","63,4500","61,7000","63,4500","61,5750","2,37M","3,21%"
"22.06.2020","61,4750","60,2750","61,4750","59,0750","1,10M","1,95%"
"18.06.2020","60,3000","61,9750","61,9750","60,3000","1,41M","-2,86%"
"17.06.2020","62,0750","60,4000","62,4000","59,7500","1,74M","3,89%"
"16.06.2020","59,7500","59,9000","61,0500","59,4500","1,01M","1,10%"
"15.06.2020","59,1000","58,4750","59,5750","57,0000","1,23M","1,07%"
"12.06.2020","58,4750","57,5000","59,9750","56,7500","1,90M","-0,64%"
"11.06.2020","58,8500","60,0000","60,7750","58,7250","1,22M","-2,89%"
"10.06.2020","60,6000","59,0000","60,9500","58,5500","1,15M","2,84%"
"09.06.2020","58,9250","58,0250","58,9250","57,0250","955,13K","2,48%"
"08.06.2020","57,5000","58,5000","58,6000","56,2750","1,47M","-1,71%"
"05.06.2020","58,5000","59,0000","59,8500","58,4000","956,99K","-0,51%"
"04.06.2020","58,8000","58,1750","60,1750","57,3250","1,93M","1,20%"
"03.06.2020","58,1000","58,2750","58,4500","56,8750","1,62M","0,26%"
"02.06.2020","57,9500","58,0000","58,4500","57,2250","1,53M","1,62%"
"01.06.2020","57,0250","58,0000","58,6000","55,9000","803,71K","-0,26%"
"29.05.2020","57,1750","55,0000","57,1750","54,0250","2,79M","4,43%"
"28.05.2020","54,7500","55,4750","56,0000","53,5000","2,30M","0,50%"
"27.05.2020","54,4750","58,3000","59,0250","54,4750","3,99M","-6,76%"
"26.05.2020","58,4250","61,4000","61,6500","58,3000","2,34M","-3,43%"
"25.05.2020","60,5000","61,5000","63,4750","59,3250","2,41M","1,17%"
"22.05.2020","59,8000","56,0000","60,3750","55,4000","5,87M","10,64%"
"20.05.2020","54,0500","53,5000","56,7250","52,0000","5,49M","-9,88%"
"19.05.2020","59,9750","58,5000","59,9750","57,0000","3,00M","3,85%"
"18.05.2020","57,7500","56,5750","58,4750","56,3000","1,50M","4,52%"
"15.05.2020","55,2500","56,0000","56,8500","54,8250","1,09M","-0,63%"
"14.05.2020","55,6000","55,2750","56,4750","54,6000","1,07M","0,59%"
"13.05.2020","55,2750","56,0000","57,0000","55,2500","1,23M","-1,47%"
"12.05.2020","56,1000","54,9750","56,9250","54,9750","1,29M","3,65%"
"11.05.2020","54,1250","54,1750","54,9750","53,5000","1,33M","-0,05%"
"08.05.2020","54,1500","55,9500","56,2500","54,1500","1,17M","-1,68%"
"07.05.2020","55,0750","52,5000","55,2750","52,1500","1,64M","5,05%"
"06.05.2020","52,4250","53,6500","54,3500","52,1250","1,45M","-1,08%"
"05.05.2020","53,0000","51,4750","53,7000","51,4750","792,66K","3,52%"
"04.05.2020","51,2000","51,2000","52,0750","44,6000","2,08M","-1,82%"
"30.04.2020","52,1500","53,2500","53,2500","51,2000","543,61K","-1,04%"
"29.04.2020","52,7000","53,9250","54,3750","52,3000","1,05M","-1,50%"
"28.04.2020","53,5000","53,0000","54,8500","52,7000","1,19M","0,99%"
"27.04.2020","52,9750","52,7250","53,6500","52,3250","2,25M","1,87%"
"24.04.2020","52,0000","51,5000","53,3500","50,5000","1,80M","0,97%"
"23.04.2020","51,5000","52,5750","52,5750","50,0000","1,14M","-1,58%"
"22.04.2020","52,3250","52,5000","53,2250","51,6000","567,28K","-0,24%"
"21.04.2020","52,4500","52,7500","54,2500","52,0250","1,09M","-0,85%"
"20.04.2020","52,9000","53,0000","53,8750","51,6000","881,07K","0,76%"
"17.04.2020","52,5000","51,1250","52,5000","50,7750","1,70M","5,06%"
"16.04.2020","49,9700","48,0000","50,8750","48,0000","3,44M","4,37%"
"15.04.2020","47,8800","48,5100","48,7300","47,2100","1,72M","-0,81%"
"14.04.2020","48,2700","46,8900","49,4000","46,1600","3,39M","5,05%"
"09.04.2020","45,9500","46,5000","47,1500","45,7900","1,21M","-0,11%"
"08.04.2020","46,0000","45,5000","47,9500","45,2900","5,43M","-2,13%"
"07.04.2020","47,0000","49,9500","50,5000","46,0200","2,04M","-1,65%"
"06.04.2020","47,7900","49,8700","51,7250","47,5000","1,89M","1,64%"
"03.04.2020","47,0200","46,0000","47,4500","46,0000","551,40K","2,22%"
"02.04.2020","46,0000","48,4100","48,5000","45,5100","1,06M","-4,86%"
"01.04.2020","48,3500","48,9900","48,9900","47,0300","620,22K","-1,65%"
"31.03.2020","49,1600","48,6500","49,6400","47,5500","951,58K","3,21%"
"30.03.2020","47,6300","46,7500","47,9900","45,7500","754,56K","1,80%"
"27.03.2020","46,7900","45,0000","46,9800","43,7500","1,53M","4,82%"
"26.03.2020","44,6400","43,0000","44,8500","42,0000","838,24K","2,98%"
"25.03.2020","43,3500","44,0800","44,6400","40,6100","1,77M","2,00%"
"24.03.2020","42,5000","44,5100","45,5000","42,3300","1,69M","-1,28%"
"23.03.2020","43,0500","40,0600","43,7500","40,0600","1,74M","2,50%"
"20.03.2020","42,0000","44,2500","46,0000","40,8300","2,57M","-2,01%"
"19.03.2020","42,8600","40,2400","43,4000","40,0400","2,39M","7,15%"
"18.03.2020","40,0000","40,0000","43,5300","38,9500","3,63M","-1,06%"
"17.03.2020","40,4300","37,5000","40,9900","37,0000","4,01M","8,10%"
"16.03.2020","37,4000","35,6600","37,7500","34,9000","2,85M","-2,68%"
"13.03.2020","38,4300","37,1600","39,7500","36,0000","2,91M","3,06%"
"12.03.2020","37,2900","41,2000","42,0000","36,1800","4,16M","-14,28%"
"11.03.2020","43,5000","42,5000","43,8700","41,2000","2,98M","2,43%"
"10.03.2020","42,4700","44,5000","44,5000","41,0000","1,81M","-2,26%"
"09.03.2020","43,4500","42,8500","44,6600","42,5000","1,90M","-4,99%"
"06.03.2020","45,7300","47,2900","47,2900","45,6600","1,34M","-5,42%"
"05.03.2020","48,3500","50,0000","50,7500","47,9400","1,24M","-1,63%"
"04.03.2020","49,1500","47,5000","49,5100","47,4000","2,15M","2,82%"
"03.03.2020","47,8000","48,2500","48,5700","46,5000","1,95M","1,88%"
"02.03.2020","46,9200","47,5000","49,0000","44,3200","2,47M","1,21%"
"28.02.2020","46,3600","44,3500","47,4500","43,5000","3,14M","-0,52%"
"27.02.2020","46,6000","48,3500","48,4900","45,4000","2,52M","-3,96%"
"26.02.2020","48,5200","48,5000","50,0000","46,5100","2,87M","-1,48%"
"25.02.2020","49,2500","52,0250","52,6000","48,9000","2,08M","-1,50%"
"24.02.2020","50,0000","50,7500","50,7500","48,5800","1,92M","-2,72%"
"21.02.2020","51,4000","49,7500","52,2000","49,4000","1,90M","1,68%"
"20.02.2020","50,5500","54,2000","54,5000","49,7300","2,72M","-5,51%"
"19.02.2020","53,5000","50,0000","55,4250","48,5000","11,66M","19,53%"
"18.02.2020","44,7600","45,2600","45,5000","44,4000","1,43M","-1,41%"
"17.02.2020","45,4000","44,5000","46,0000","44,5000","1,09M","2,83%"
"14.02.2020","44,1500","43,5100","44,3900","43,3500","2,12M","1,85%"
"13.02.2020","43,3500","42,9100","43,5000","42,2500","1,63M","1,29%"
"12.02.2020","42,8000","42,0300","43,0000","42,0200","904,38K","1,98%"
"11.02.2020","41,9700","41,4600","42,0000","41,1500","759,34K","1,99%"
"10.02.2020","41,1500","41,2800","41,4900","40,8000","703,79K","0,37%"
"07.02.2020","41,0000","41,3600","41,7400","40,5700","1,34M","-0,73%"
"06.02.2020","41,3000","41,7400","41,8800","40,5400","777,33K","-0,19%"
"05.02.2020","41,3800","41,5600","41,9000","41,0000","719,32K","0,88%"
"04.02.2020","41,0200","40,4100","41,1400","40,2600","547,53K","2,52%"
"03.02.2020","40,0100","39,9500","41,0000","39,5000","754,77K","-0,84%"
"31.01.2020","40,3500","41,4100","41,4400","40,1400","1,03M","-2,54%"
"30.01.2020","41,4000","42,0600","42,2000","41,0500","688,01K","-1,08%"
"29.01.2020","41,8500","41,0100","42,2000","40,7100","858,92K","2,32%"
"28.01.2020","40,9000","40,5200","41,4300","40,4600","832,88K","0,91%"
"27.01.2020","40,5300","40,4000","41,0100","39,7000","774,99K","-1,15%"
"24.01.2020","41,0000","42,0000","42,2500","40,6000","1,94M","1,23%"
"23.01.2020","40,5000","40,0500","41,4700","39,8100","1,05M","0,27%"
"22.01.2020","40,3900","39,3300","40,6600","39,0000","2,40M","3,78%"
"21.01.2020","38,9200","38,1200","38,9200","38,0000","397,22K","1,35%"
"20.01.2020","38,4000","39,0600","39,4000","38,4000","839,43K","-0,90%"
"17.01.2020","38,7500","37,4800","38,8000","37,0500","1,31M","3,39%"
"16.01.2020","37,4800","37,2600","37,6800","36,6000","553,21K","1,02%"
"15.01.2020","37,1000","37,4400","37,6500","36,7600","2,59M","-0,67%"
"14.01.2020","37,3500","36,8400","37,3500","36,4500","845,85K","1,77%"
"13.01.2020","36,7000","36,1100","36,9800","36,0200","1,64M","2,00%"
"10.01.2020","35,9800","35,2000","36,2400","35,2000","697,75K","2,59%"
"09.01.2020","35,0700","35,1000","35,5600","34,8400","859,60K","0,20%"
"08.01.2020","35,0000","35,1800","36,0700","34,5900","1,44M","-0,93%"
"07.01.2020","35,3300","35,4200","36,0900","35,3300","464,41K","0,91%"
"03.01.2020","35,0100","37,0000","37,0000","35,0100","689,66K","-5,66%"
"02.01.2020","37,1100","35,3800","37,1200","35,1200","839,54K","4,86%"
"30.12.2019","35,3900","35,6600","35,7000","35,1600","344,33K","-0,59%"
"27.12.2019","35,6000","35,1800","36,1900","35,0800","409,89K","1,19%"
"23.12.2019","35,1800","34,4900","35,6500","34,3500","440,86K","1,59%"
"20.12.2019","34,6300","34,0000","34,9400","34,0000","852,29K","2,58%"
"19.12.2019","33,7600","34,1200","34,2300","33,7100","684,64K","-1,83%"
"18.12.2019","34,3900","34,7400","34,7400","33,7500","780,31K","-1,04%"
"17.12.2019","34,7500","35,0100","35,3500","34,4500","1,26M","-0,66%"
"16.12.2019","34,9800","34,7100","35,1500","34,6000","385,44K","0,78%"
"13.12.2019","34,7100","35,0000","35,6200","34,5000","888,85K","0,58%"
"12.12.2019","34,5100","34,3600","35,0500","34,0700","996,05K","0,47%"
"11.12.2019","34,3500","34,6600","35,0800","34,0700","1,73M","-0,87%"
"10.12.2019","34,6500","35,2500","35,9000","34,4000","2,19M","-1,48%"
"09.12.2019","35,1700","36,0000","36,0000","34,9500","825,86K","-1,90%"
"06.12.2019","35,8500","35,7500","35,9500","34,7900","1,05M","0,28%"
"05.12.2019","35,7500","35,0000","36,5000","34,5000","976,51K","3,10%"
"04.12.2019","34,6750","33,8500","36,0000","33,8500","1,58M","2,36%"
"03.12.2019","33,8750","33,8750","34,3500","33,5750","1,12M","0,30%"
"02.12.2019","33,7750","34,1000","34,7500","33,6000","1,48M","-0,37%"
"29.11.2019","33,9000","33,4000","34,3750","32,7750","1,50M","2,19%"
"28.11.2019","33,1750","33,0250","33,1750","32,5500","1,10M","-0,52%"
"27.11.2019","33,3500","32,7750","33,3500","31,0000","2,19M","1,83%"
"26.11.2019","32,7500","31,9000","32,8500","31,5250","1,92M","2,66%"
"25.11.2019","31,9000","32,0500","32,7500","31,9000","1,07M","-0,55%"
"22.11.2019","32,0750","33,0750","33,6000","31,9250","1,21M","-3,02%"
"21.11.2019","33,0750","32,5750","33,8500","32,0000","1,08M","0,23%"
"20.11.2019","33,0000","34,1500","34,2000","32,8500","1,62M","-3,51%"
"19.11.2019","34,2000","34,5250","34,8500","33,5500","1,25M","-0,44%"
"18.11.2019","34,3500","36,7000","36,7500","33,9000","2,98M","-6,40%"
"15.11.2019","36,7000","35,1500","37,2250","34,6500","2,47M","5,92%"
"14.11.2019","34,6500","39,7000","40,1750","34,3000","11,05M","-3,75%"
"13.11.2019","36,0000","36,1250","36,1250","35,3500","1,23M","0,77%"
"12.11.2019","35,7250","36,0000","36,2250","35,3250","689,65K","0,14%"
"11.11.2019","35,6750","36,0000","36,1500","35,0000","1,10M","0,49%"
"08.11.2019","35,5000","34,5000","35,5000","34,1250","769,67K","3,35%"
"07.11.2019","34,3500","34,9250","34,9250","33,5000","1,55M","-0,51%"
"06.11.2019","34,5250","35,0750","35,2250","34,3250","1,53M","-1,64%"
"05.11.2019","35,1000","34,9000","35,1000","34,2250","1,45M","0,57%"
"04.11.2019","34,9000","32,5000","35,4750","32,3000","6,50M","6,65%"
"01.11.2019","32,7250","32,4000","33,0750","30,9000","4,81M","-0,08%"
"31.10.2019","32,7500","38,5250","38,6000","31,9000","12,54M","-14,55%"
"30.10.2019","38,3250","37,7750","38,9000","37,6000","591,24K","0,46%"
"29.10.2019","38,1500","38,7500","38,7500","37,9250","441,62K","-1,55%"
"28.10.2019","38,7500","38,8500","39,4750","38,5000","447,69K","-0,39%"
"25.10.2019","38,9000","38,5000","38,9000","37,5750","1,19M","1,04%"
"24.10.2019","38,5000","38,2500","38,8500","38,0250","770,63K","0,65%"
"23.10.2019","38,2500","39,2250","39,2250","38,2500","823,00K","-1,92%"
"22.10.2019","39,0000","40,0250","40,1000","38,7500","641,89K","-2,26%"
"21.10.2019","39,9000","39,6250","40,2000","38,9500","933,96K","1,01%"
"18.10.2019","39,5000","39,7750","39,9500","39,0500","676,85K","-0,69%"
"17.10.2019","39,7750","39,0250","40,0250","38,7000","884,54K","2,51%"
"16.10.2019","38,8000","38,1500","39,3250","37,9250","1,24M","1,70%"
"15.10.2019","38,1500","38,5250","38,7750","37,7500","1,76M","-0,84%"
"14.10.2019","38,4750","37,6000","38,7500","37,1500","1,40M","2,40%"
"11.10.2019","37,5750","37,4750","38,8500","37,4500","11,03M","-0,60%"
"10.10.2019","37,8000","38,2250","38,4000","37,4250","926,67K","-1,18%"
"09.10.2019","38,2500","38,7250","38,8500","38,0250","702,55K","-0,65%"
"08.10.2019","38,5000","38,9450","39,0000","38,1050","1,04M","-0,39%"
"07.10.2019","38,6500","40,5050","41,9750","38,5850","896,03K","-3,86%"
"04.10.2019","40,2000","41,1666","41,3333","40,0000","691,52K","-0,82%"
"03.10.2019","40,5333","40,3333","41,2666","40,0000","1,88M","-0,57%"
"02.10.2019","40,7666","41,7000","41,8333","40,1666","1,00M","-2,08%"
"01.10.2019","41,6333","40,4333","42,1666","40,4000","1,20M","2,88%"
"30.09.2019","40,4666","39,1666","40,6666","38,7333","1,20M","2,36%"
"27.09.2019","39,5333","39,3000","40,1000","38,9000","1,78M","2,15%"
"26.09.2019","38,7000","39,4000","39,6333","38,7000","1,93M","-1,78%"
"25.09.2019","39,4000","40,0000","40,0000","38,6666","662,08K","-1,34%"
"24.09.2019","39,9333","40,1666","40,7666","39,6666","467,84K","-0,58%"
"23.09.2019","40,1666","40,8666","41,1333","39,5000","599,60K","-1,39%"
"20.09.2019","40,7333","40,9000","40,9333","40,3000","630,66K","-0,24%"
"19.09.2019","40,8333","40,3333","41,3333","39,7333","2,66M","1,83%"
"18.09.2019","40,1000","39,8333","40,8000","39,7333","926,75K","1,95%"
"17.09.2019","39,3333","39,0333","39,6666","38,6000","969,89K","0,85%"
"16.09.2019","39,0000","39,1666","39,4666","38,6666","846,38K","0,00%"
"13.09.2019","39,0000","38,1666","39,1333","38,1333","1,08M","2,63%"
"12.09.2019","38,0000","39,0000","39,3000","38,0000","1,04M","-1,72%"
"11.09.2019","38,6666","38,4333","39,2333","38,2333","1,44M","1,13%"
"10.09.2019","38,2333","41,0000","41,3666","38,0666","2,74M","-2,22%"
"09.09.2019","39,1000","39,4666","40,4000","38,8333","6,13M","-0,93%"
"06.09.2019","39,4666","39,6666","39,8333","39,0666","786,13K","-0,08%"
"05.09.2019","39,5000","41,1000","41,1000","39,4000","939,95K","-3,03%"
"04.09.2019","40,7333","40,8666","41,1666","40,2666","443,24K","0,66%"
"03.09.2019","40,4666","40,5333","41,2333","40,3333","290,98K","0,33%"
"02.09.2019","40,3333","40,8333","41,3333","40,3333","897,19K","-0,41%"
"30.08.2019","40,5000","40,8333","40,9666","40,2333","457,66K","-0,49%"
"29.08.2019","40,7000","40,6666","41,4333","40,3333","361,65K","-0,33%"
"28.08.2019","40,8333","41,7666","41,8000","40,7000","922,54K","-2,78%"
"27.08.2019","42,0000","41,8666","42,4666","41,8000","539,66K","-0,40%"
"26.08.2019","42,1666","42,0333","42,6666","41,2333","370,56K","-1,02%"
"23.08.2019","42,6000","42,8666","43,5666","42,0666","831,98K","-0,31%"
"22.08.2019","42,7333","43,7666","44,0666","42,0666","1,05M","-2,51%"
"21.08.2019","43,8333","40,7000","43,9333","40,7000","3,19M","8,05%"
"20.08.2019","40,5666","39,8333","40,8333","39,5000","1,38M","1,84%"
"19.08.2019","39,8333","39,8000","39,9000","39,0666","731,03K","1,01%"
"16.08.2019","39,4333","39,9000","40,3333","38,7333","754,90K","-1,00%"
"15.08.2019","39,8333","38,0000","40,1666","38,0000","3,32M","5,47%"
"14.08.2019","37,7666","39,6000","40,4666","36,3666","6,26M","1,89%"
"13.08.2019","37,0666","37,2666","37,7333","36,1666","2,12M","-0,54%"
"12.08.2019","37,2666","38,0000","38,3333","37,1000","444,80K","-1,15%"
"09.08.2019","37,7000","38,1666","38,2333","37,3000","374,27K","-0,35%"
"08.08.2019","37,8333","38,0000","38,1000","37,1000","637,16K","3,94%"
"07.08.2019","36,4000","36,1000","37,5666","36,1000","1,50M","0,92%"
"06.08.2019","36,0666","35,3333","36,9333","34,8333","606,20K","1,31%"
"05.08.2019","35,6000","37,2666","37,2666","35,4666","959,95K","-4,64%"
"02.08.2019","37,3333","37,8333","38,1666","37,0666","393,29K","-2,61%"
"01.08.2019","38,3333","38,0666","38,3333","37,7333","318,83K","0,70%"
"31.07.2019","38,0666","37,4666","38,3000","37,3666","402,56K","1,60%"
"30.07.2019","37,4666","38,3333","38,4666","37,4666","618,29K","-2,26%"
"29.07.2019","38,3333","38,0000","38,4333","37,8333","286,17K","0,88%"
"26.07.2019","38,0000","37,8333","38,0000","37,4333","262,24K","1,33%"
"25.07.2019","37,5000","37,6666","38,3333","37,4000","808,13K","-0,44%"
"24.07.2019","37,6666","38,3333","38,3333","36,7333","1,22M","-1,31%"
"23.07.2019","38,1666","38,1666","38,7333","37,9000","518,18K","-0,95%"
"22.07.2019","38,5333","38,6000","38,6000","38,2000","331,13K","-0,17%"
"19.07.2019","38,6000","38,1333","38,6666","37,9333","209,69K","0,52%"
