"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.02.2018","21,6666","22,2000","23,6666","21,5333","2,09M","-5,80%"
"14.02.2018","23,0000","19,4000","23,0000","19,1666","7,09M","42,27%"
"13.02.2018","16,1667","16,3833","16,8333","16,1667","617,07K","-1,42%"
"12.02.2018","16,4000","15,5833","16,5000","15,5833","362,87K","5,81%"
"09.02.2018","15,5000","15,6333","15,9167","15,5000","313,24K","-3,43%"
"08.02.2018","16,0500","16,3333","16,5000","15,8333","341,78K","-1,73%"
"07.02.2018","16,3333","15,8500","16,5000","15,8500","310,67K","4,25%"
"06.02.2018","15,6667","14,9333","15,7500","13,8333","887,93K","-1,26%"
"05.02.2018","15,8667","16,2500","16,2500","15,5000","849,20K","-4,23%"
"02.02.2018","16,5667","16,8000","16,8000","16,2500","222,54K","-1,19%"
"01.02.2018","16,7666","16,9666","17,0000","16,7000","236,30K","-1,18%"
"31.01.2018","16,9666","16,9333","17,1666","16,8333","156,47K","0,59%"
"30.01.2018","16,8666","16,9333","17,0000","16,6667","276,55K","-0,20%"
"29.01.2018","16,9000","16,8333","17,1666","16,5167","529,96K","0,40%"
"26.01.2018","16,8333","16,7666","16,9666","16,5000","292,03K","0,60%"
"25.01.2018","16,7333","17,0666","17,1333","16,4167","378,46K","-1,95%"
"24.01.2018","17,0666","16,5167","17,3666","16,4500","1,32M","4,49%"
"23.01.2018","16,3333","16,8333","16,9333","16,2500","632,01K","-2,97%"
"22.01.2018","16,8333","16,1667","16,9666","16,1500","773,38K","5,10%"
"19.01.2018","16,0167","15,2667","16,3333","15,2667","1,17M","5,60%"
"18.01.2018","15,1667","15,1667","15,4833","14,9667","96,43K","2,25%"
"17.01.2018","14,8333","15,0000","15,0000","14,6667","3,32M","-1,55%"
"16.01.2018","15,0667","15,1500","15,1667","14,6167","328,05K","-0,22%"
"15.01.2018","15,1000","15,5833","15,7500","15,0333","198,87K","-2,37%"
"12.01.2018","15,4667","15,6000","15,6667","15,4167","166,33K","-0,85%"
"11.01.2018","15,6000","15,0833","15,9833","14,9167","1,48M","4,70%"
"10.01.2018","14,9000","15,3000","15,6333","14,7167","2,23M","-2,61%"
"09.01.2018","15,3000","15,1667","15,4833","15,1333","351,74K","1,10%"
"08.01.2018","15,1333","14,3167","15,1667","14,2667","432,81K","6,45%"
"05.01.2018","14,2167","14,3333","14,4167","14,2000","107,11K","-0,81%"
"04.01.2018","14,3333","14,1667","14,5000","14,0833","374,04K","0,47%"
"03.01.2018","14,2667","13,4167","14,4167","13,4167","654,47K","6,60%"
"02.01.2018","13,3833","13,2500","13,4167","13,1333","219,16K","1,32%"
"29.12.2017","13,2083","13,5417","13,5417","13,0833","229,00K","-0,94%"
"28.12.2017","13,3333","13,5833","13,6667","13,2500","195,65K","-1,54%"
"27.12.2017","13,5417","13,6250","13,6250","13,3333","149,87K","1,56%"
"22.12.2017","13,3333","13,2917","13,3333","12,9583","259,58K","0,95%"
"21.12.2017","13,2083","13,4583","14,0000","13,0417","930,00K","-2,16%"
"20.12.2017","13,5000","13,2500","13,5000","13,0833","341,81K","2,53%"
"19.12.2017","13,1667","13,4167","13,5417","13,0417","211,07K","-1,56%"
"18.12.2017","13,3750","13,5000","13,5833","13,2917","514,06K","0,63%"
"15.12.2017","13,2917","13,1667","13,2917","12,8333","245,50K","1,27%"
"14.12.2017","13,1250","13,2917","13,3333","13,0000","125,16K","-1,25%"
"13.12.2017","13,2917","13,6250","13,6250","12,9583","362,83K","-2,45%"
"12.12.2017","13,6250","13,5000","13,7917","13,2500","310,27K","1,24%"
"11.12.2017","13,4583","12,9167","13,7917","12,7917","664,27K","5,21%"
"08.12.2017","12,7917","12,5833","12,9167","12,5000","534,83K","2,33%"
"07.12.2017","12,5000","12,6250","13,0833","12,3333","1,52M","1,69%"
"06.12.2017","12,2917","12,7083","12,7083","12,2500","270,05K","-3,59%"
"05.12.2017","12,7500","12,7500","12,8333","12,5000","122,86K","0,66%"
"04.12.2017","12,6667","12,9167","12,9167","12,6250","160,43K","-1,62%"
"01.12.2017","12,8750","12,7917","13,0833","12,7500","221,05K","1,64%"
"30.11.2017","12,6667","13,2500","13,2500","12,6667","450,40K","-4,70%"
"29.11.2017","13,2917","13,5833","13,5833","13,0417","115,07K","-0,62%"
"28.11.2017","13,3750","13,9583","13,9583","13,3333","211,49K","-2,43%"
"27.11.2017","13,7083","13,9583","14,0833","13,6667","130,54K","-1,79%"
"24.11.2017","13,9583","14,3750","14,3750","13,8333","169,63K","-2,05%"
"23.11.2017","14,2500","13,5833","14,3333","13,4167","930,72K","5,56%"
"22.11.2017","13,5000","13,3333","13,5000","13,0417","310,54K","1,25%"
"21.11.2017","13,3333","12,8333","13,5000","12,7917","604,33K","4,57%"
"20.11.2017","12,7500","12,6250","13,0000","12,4583","622,21K","2,34%"
"17.11.2017","12,4583","12,6667","12,7083","12,3333","423,83K","0,00%"
"16.11.2017","12,4583","13,1667","13,1667","12,4167","429,46K","-4,17%"
"15.11.2017","13,0000","13,3333","13,3333","12,9167","720,32K","-2,50%"
"14.11.2017","13,3333","13,7500","14,1667","13,1250","1,64M","4,57%"
"13.11.2017","12,7500","11,9583","12,8750","11,9167","618,17K","5,15%"
"10.11.2017","12,1250","12,2500","12,4167","11,9167","143,59K","-0,68%"
"09.11.2017","12,2083","11,9583","12,3333","11,7500","405,14K","0,69%"
"08.11.2017","12,1250","12,0417","12,4583","11,9167","386,49K","0,69%"
"07.11.2017","12,0417","12,3750","12,4583","12,0000","447,94K","-2,69%"
"06.11.2017","12,3750","12,1667","12,4583","12,1667","229,42K","1,71%"
"03.11.2017","12,1667","11,7500","12,2083","11,7500","190,24K","1,39%"
"02.11.2017","12,0000","11,9583","12,0417","11,7083","237,60K","0,70%"
"01.11.2017","11,9167","12,2500","12,3333","11,8333","315,40K","-2,72%"
"31.10.2017","12,2500","12,4583","12,5000","12,1667","339,92K","-1,67%"
"30.10.2017","12,4583","12,2500","12,4583","11,9167","299,92K","1,36%"
"27.10.2017","12,2917","12,0833","12,3750","11,9583","262,56K","2,79%"
"26.10.2017","11,9583","11,7917","12,0833","11,5417","444,46K","1,06%"
"25.10.2017","11,8333","11,4583","11,8750","11,3333","688,98K","4,03%"
"24.10.2017","11,3750","11,8333","12,0000","11,2500","1,03M","-5,21%"
"23.10.2017","12,0000","12,3333","12,4583","11,9167","633,98K","-4,32%"
"20.10.2017","12,5417","13,0833","13,1250","12,5000","244,46K","-4,14%"
"19.10.2017","13,0833","13,2083","13,2917","12,9167","199,50K","-0,95%"
"18.10.2017","13,2083","13,5417","13,5417","13,1667","104,59K","-1,55%"
"17.10.2017","13,4167","13,6667","13,7083","13,3750","354,57K","-2,13%"
"16.10.2017","13,7083","13,5000","13,7083","13,2500","306,53K","1,54%"
"13.10.2017","13,5000","13,4167","13,5417","13,1667","128,85K","0,62%"
"12.10.2017","13,4167","13,5417","13,5833","13,3333","120,01K","-0,31%"
"11.10.2017","13,4583","13,6667","13,6667","13,2917","307,96K","-0,92%"
"10.10.2017","13,5833","13,7917","14,0000","13,3333","251,64K","-1,51%"
"09.10.2017","13,7917","13,4167","13,7917","13,2500","413,46K","3,12%"
"06.10.2017","13,3750","13,4167","13,5000","13,0417","335,89K","-0,93%"
"05.10.2017","13,5000","13,4167","13,6250","13,1667","236,30K","0,62%"
"04.10.2017","13,4167","13,0000","13,5000","12,9167","605,63K","3,21%"
"03.10.2017","13,0000","12,6667","13,2917","12,5833","561,48K","1,96%"
"02.10.2017","12,7500","13,2083","13,2083","12,5000","1,99M","-3,16%"
"29.09.2017","13,1667","13,2917","13,2917","12,9583","903,19K","-0,63%"
"28.09.2017","13,2500","13,3333","13,4167","13,1250","298,04K","0,00%"
"27.09.2017","13,2500","13,8750","13,9167","13,0833","565,10K","-3,64%"
"26.09.2017","13,7500","13,3750","13,8333","13,3750","739,41K","3,45%"
"25.09.2017","13,2917","13,1250","13,7083","13,1250","675,21K","1,92%"
"22.09.2017","13,0417","13,5417","13,7500","13,0000","1,50M","-3,69%"
"21.09.2017","13,5417","14,0417","14,3333","13,5417","1,31M","-2,40%"
"20.09.2017","13,8750","14,2917","14,5000","13,8333","4,05M","-8,77%"
"19.09.2017","15,2083","14,8333","15,7917","14,7500","525,46K","2,53%"
"18.09.2017","14,8333","14,5417","15,4167","14,5417","512,43K","2,59%"
"15.09.2017","14,4583","13,9167","14,6250","13,9167","765,91K","5,15%"
"14.09.2017","13,7500","13,4583","13,9583","13,2917","401,47K","2,17%"
"13.09.2017","13,4583","12,9167","13,5833","12,7917","555,67K","5,21%"
"12.09.2017","12,7917","12,4167","12,8333","12,3750","280,28K","2,33%"
"11.09.2017","12,5000","12,3750","12,5833","12,2500","344,63K","0,67%"
"08.09.2017","12,4167","12,5417","12,5833","12,2917","309,49K","-1,00%"
"07.09.2017","12,5417","12,4167","12,5417","12,2083","248,14K","0,33%"
"06.09.2017","12,5000","12,5417","12,5417","12,2500","1,49M","-0,33%"
"05.09.2017","12,5417","12,4167","12,7083","12,1667","202,91K","0,67%"
"04.09.2017","12,4583","12,6667","12,6667","12,2083","328,80K","-1,65%"
"01.09.2017","12,6667","12,5833","12,9583","12,5833","781,87K","2,36%"
"31.08.2017","12,3750","12,2500","12,4583","12,0417","197,78K","1,02%"
"30.08.2017","12,2500","11,6667","12,3333","11,6667","461,30K","5,38%"
"29.08.2017","11,6250","11,5833","11,7500","11,5000","353,73K","-1,76%"
"28.08.2017","11,8333","12,2083","12,2083","11,2917","1,37M","-2,74%"
"25.08.2017","12,1667","12,4583","12,5000","12,0000","445,36K","-2,34%"
"24.08.2017","12,4583","12,8750","12,8750","12,3333","282,20K","-2,92%"
"23.08.2017","12,8333","13,1250","13,1667","12,7500","563,21K","-0,32%"
"22.08.2017","12,8750","12,8750","13,2083","12,7917","769,58K","3,00%"
"21.08.2017","12,5000","13,0000","13,1667","12,4583","950,14K","-1,32%"
"18.08.2017","12,6667","12,5833","12,6667","11,9583","702,79K","-0,65%"
"17.08.2017","12,7500","12,0000","13,2500","11,8333","1,76M","7,75%"
"16.08.2017","11,8333","11,0833","12,1667","10,9167","2,00M","8,40%"
"15.08.2017","10,9167","11,2083","11,5417","10,7083","2,03M","9,17%"
"14.08.2017","10,0000","9,8333","10,0833","9,6667","186,72K","2,13%"
"11.08.2017","9,7917","9,9583","10,1250","9,5000","234,34K","-2,08%"
"10.08.2017","10,0000","9,9583","10,0833","9,9167","144,80K","0,84%"
"09.08.2017","9,9167","9,8333","9,9583","9,7917","50,03K","0,42%"
"08.08.2017","9,8750","9,8333","9,9583","9,6250","114,69K","0,42%"
"07.08.2017","9,8333","9,7917","9,9583","9,6250","439,58K","2,16%"
"04.08.2017","9,6250","9,5000","9,9583","9,4583","309,83K","2,21%"
"03.08.2017","9,4167","9,2500","9,5000","9,1667","87,29K","1,80%"
"02.08.2017","9,2500","9,3750","9,5000","8,9583","169,28K","-0,89%"
"01.08.2017","9,3333","9,1667","9,5000","9,0417","224,19K","2,28%"
"31.07.2017","9,1250","8,5833","9,1250","8,5833","82,76K","3,79%"
"28.07.2017","8,7917","8,8750","9,0833","8,5000","72,02K","-0,94%"
"27.07.2017","8,8750","8,8750","9,0833","8,7500","48,11K","0,00%"
"26.07.2017","8,8750","8,7083","8,9167","8,7083","43,55K","1,91%"
"25.07.2017","8,7083","8,7917","8,8750","8,6667","24,80K","-0,95%"
"24.07.2017","8,7917","8,9583","8,9583","8,6667","61,21K","-1,86%"
"21.07.2017","8,9583","9,0833","9,0833","8,7083","30,93K","-0,46%"
"20.07.2017","9,0000","9,0417","9,1667","8,9167","39,14K","-0,46%"
"19.07.2017","9,0417","9,2500","9,2500","9,0000","36,00K","-2,25%"
"18.07.2017","9,2500","9,3333","9,3333","9,0000","49,34K","1,84%"
"17.07.2017","9,0833","8,6667","9,5000","8,6667","108,88K","2,83%"
"14.07.2017","8,8333","8,5000","8,8333","8,4167","70,64K","3,41%"
"13.07.2017","8,5417","8,7500","8,7500","8,4167","100,93K","-1,44%"
"12.07.2017","8,6667","8,6667","8,6667","8,3750","244,34K","0,00%"
"11.07.2017","8,6667","9,1667","9,2500","8,3333","410,30K","-4,15%"
"10.07.2017","9,0417","8,8333","9,0833","8,8333","31,10K","2,36%"
"07.07.2017","8,8333","9,1667","9,1667","8,7500","62,72K","-4,07%"
"06.07.2017","9,2083","9,2500","9,2500","9,0000","84,36K","-0,45%"
"05.07.2017","9,2500","9,2917","9,3750","9,0000","41,15K","0,00%"
"04.07.2017","9,2500","9,3750","9,3750","9,0417","95,63K","-0,89%"
"03.07.2017","9,3333","9,3750","9,5000","9,1250","63,24K","0,00%"
"30.06.2017","9,3333","9,1667","9,6667","9,1667","132,83K","1,82%"
"29.06.2017","9,1667","8,8750","9,3333","8,8750","235,45K","4,76%"
"28.06.2017","8,7500","8,6250","9,0833","8,5833","36,43K","1,45%"
"27.06.2017","8,6250","9,0000","9,0000","8,5000","81,34K","-4,17%"
"26.06.2017","9,0000","9,0000","9,1250","8,6667","50,01K","0,47%"
"22.06.2017","8,9583","9,0833","9,1667","8,9583","33,93K","-2,27%"
"21.06.2017","9,1667","9,0833","9,1667","8,7917","33,13K","0,92%"
"20.06.2017","9,0833","8,9583","9,1667","8,8333","63,04K","1,40%"
"19.06.2017","8,9583","8,3000","9,0000","8,3000","156,68K","7,93%"
"16.06.2017","8,3000","8,6667","8,7500","8,3000","250,42K","-4,23%"
"15.06.2017","8,6667","8,9583","8,9583","8,3333","140,60K","-3,26%"
"14.06.2017","8,9583","9,0833","9,0833","8,6667","99,56K","-1,38%"
"13.06.2017","9,0833","9,1667","9,3333","9,0000","94,84K","-0,46%"
"12.06.2017","9,1250","9,4167","9,4167","9,0833","170,99K","-3,95%"
"09.06.2017","9,5000","9,5417","9,6250","9,4167","59,67K","0,00%"
"08.06.2017","9,5000","9,4167","9,6250","9,4167","61,61K","0,88%"
"07.06.2017","9,4167","9,5833","9,6667","9,3333","80,11K","-1,74%"
"05.06.2017","9,5833","9,5000","9,9167","9,4167","124,00K","1,77%"
"02.06.2017","9,4167","9,3333","9,5000","9,2500","144,95K","0,89%"
"01.06.2017","9,3333","9,4583","9,4583","9,0833","117,53K","-1,32%"
"31.05.2017","9,4583","9,4167","9,5417","9,4167","89,56K","0,44%"
"30.05.2017","9,4167","9,5000","9,5000","9,2500","88,34K","0,00%"
"29.05.2017","9,4167","9,4167","9,5000","9,2917","67,54K","0,00%"
"26.05.2017","9,4167","9,2917","9,5417","9,2917","93,56K","-0,88%"
"24.05.2017","9,5000","9,7083","9,7083","9,5000","74,60K","-1,30%"
"23.05.2017","9,6250","9,5000","9,7500","9,5000","160,40K","3,13%"
"22.05.2017","9,3333","9,4583","9,5000","9,3333","100,84K","-0,44%"
"19.05.2017","9,3750","9,1667","9,4583","9,0000","95,18K","2,74%"
"18.05.2017","9,1250","9,1667","9,3333","9,0833","129,22K","-0,90%"
"17.05.2017","9,2083","9,5000","9,5417","9,2083","350,81K","-3,07%"
"16.05.2017","9,5000","9,6667","9,8333","9,2083","1,54M","14,69%"
"15.05.2017","8,2833","8,2833","8,2833","7,9167","71,61K","0,00%"
"12.05.2017","8,2833","8,4583","8,4583","8,0833","44,42K","0,00%"
"11.05.2017","8,2833","8,2500","8,6667","8,2500","158,01K","1,43%"
"10.05.2017","8,1667","8,2500","8,3333","8,0000","97,09K","-1,01%"
"09.05.2017","8,2500","8,5417","8,5833","8,0833","123,82K","-1,49%"
"08.05.2017","8,3750","8,3333","8,3750","8,0833","174,04K","-1,47%"
"05.05.2017","8,5000","8,1000","8,7083","8,1000","129,38K","5,16%"
"04.05.2017","8,0833","8,5833","9,0833","8,0167","436,25K","-4,90%"
"03.05.2017","8,5000","8,2500","9,1667","8,2333","313,40K","3,24%"
"02.05.2017","8,2333","7,6000","8,3000","7,6000","126,96K","8,57%"
"28.04.2017","7,5833","7,7000","7,8333","7,5833","133,64K","-1,52%"
"27.04.2017","7,7000","7,7000","7,7833","7,7000","101,83K","0,43%"
"26.04.2017","7,6667","7,8000","7,8500","7,6667","97,07K","0,00%"
"25.04.2017","7,6667","7,6667","7,6833","7,5000","137,32K","0,00%"
"24.04.2017","7,6667","7,5500","8,0000","7,5000","428,48K","4,55%"
"21.04.2017","7,3333","6,7333","7,6333","6,5833","317,56K","8,64%"
"20.04.2017","6,7500","6,5333","6,7500","6,4333","154,86K","3,32%"
"19.04.2017","6,5333","6,3333","6,5333","6,3333","139,86K","2,62%"
"18.04.2017","6,3667","6,3167","6,4000","6,2667","144,41K","0,79%"
"13.04.2017","6,3167","6,3167","6,3333","6,3167","36,04K","1,88%"
"12.04.2017","6,2000","6,1500","6,3333","6,0833","84,67K","0,81%"
"11.04.2017","6,1500","6,1667","6,2000","6,0833","91,70K","-1,34%"
"10.04.2017","6,2333","6,3333","6,3833","6,1667","19,34K","-2,35%"
"07.04.2017","6,3833","6,2833","6,4667","6,1333","114,21K","1,59%"
"06.04.2017","6,2833","6,5500","6,5500","6,2167","57,65K","-4,07%"
"05.04.2017","6,5500","6,4000","6,5500","6,2000","70,63K","3,42%"
"04.04.2017","6,3333","6,4167","6,5833","6,1833","98,05K","-1,30%"
"03.04.2017","6,4167","6,5500","6,5500","6,3833","76,26K","-2,04%"
"31.03.2017","6,5500","6,5833","6,5833","6,4500","58,27K","-0,51%"
"30.03.2017","6,5833","6,5000","6,6333","6,4333","20,70K","1,28%"
"29.03.2017","6,5000","6,5167","6,6667","6,3833","62,38K","0,00%"
"28.03.2017","6,5000","6,4333","6,6500","6,4333","113,18K","1,04%"
"27.03.2017","6,4333","6,5000","6,5000","6,3333","217,74K","-2,28%"
"24.03.2017","6,5833","6,5167","6,6167","6,4167","52,39K","-0,50%"
"23.03.2017","6,6167","6,5000","6,6500","6,3667","39,25K","1,80%"
"22.03.2017","6,5000","6,4167","6,5333","6,3667","299,69K","0,26%"
"21.03.2017","6,4833","6,5000","6,5833","6,3333","168,91K","-0,77%"
"20.03.2017","6,5333","6,6333","6,7667","6,5000","32,55K","-1,51%"
"17.03.2017","6,6333","6,5000","6,6333","6,5000","69,17K","2,05%"
"16.03.2017","6,5000","6,5000","6,6667","6,4167","88,42K","0,00%"
"15.03.2017","6,5000","6,5833","6,5833","6,3833","254,79K","-0,76%"
"14.03.2017","6,5500","6,5000","6,5500","6,3500","97,80K","0,77%"
"13.03.2017","6,5000","6,3333","6,5000","6,3333","121,13K","0,26%"
"10.03.2017","6,4833","6,5333","6,5333","6,4167","90,27K","-0,51%"
"09.03.2017","6,5167","6,6500","6,6500","6,4333","50,72K","-1,01%"
"08.03.2017","6,5833","6,6667","6,8000","6,5000","60,46K","-1,25%"
"07.03.2017","6,6667","6,6167","6,7500","6,3500","110,65K","0,76%"
"06.03.2017","6,6167","6,2667","6,6333","6,0667","172,02K","4,47%"
"03.03.2017","6,3333","6,2333","6,3333","6,1333","121,36K","3,54%"
"02.03.2017","6,1167","6,1000","6,1667","5,8500","197,43K","0,27%"
"01.03.2017","6,1000","6,4000","6,4000","6,0833","198,51K","-4,69%"
"28.02.2017","6,4000","6,5000","6,5000","6,3667","51,92K","-2,04%"
"27.02.2017","6,5333","6,5667","6,5667","6,4500","155,41K","0,51%"
"24.02.2017","6,5000","6,5500","6,5500","6,3167","79,93K","0,26%"
"23.02.2017","6,4833","6,4333","6,6833","6,2833","389,52K","0,78%"
"22.02.2017","6,4333","6,4833","6,8333","6,3833","513,17K","-0,77%"
"21.02.2017","6,4833","6,5833","6,6333","6,3167","115,27K","0,00%"
"20.02.2017","6,4833","6,2667","6,5000","6,2667","210,31K","3,73%"
"17.02.2017","6,2500","6,4500","6,5333","6,0333","361,80K","-2,60%"
"16.02.2017","6,4167","6,2167","7,0667","6,1333","974,06K","4,62%"
"15.02.2017","6,1333","5,5833","6,1333","5,5000","1,23M","19,09%"
"14.02.2017","5,1500","5,0333","5,3000","4,9333","232,10K","2,32%"
"13.02.2017","5,0333","5,0500","5,1667","4,9333","87,02K","-0,33%"
"10.02.2017","5,0500","5,0000","5,0500","4,9000","63,88K","1,00%"
"09.02.2017","5,0000","5,1333","5,3167","4,9000","80,95K","1,01%"
"08.02.2017","4,9500","5,0000","5,0000","4,8833","81,49K","-1,00%"
"07.02.2017","5,0000","4,9000","5,0667","4,8833","391,88K","0,34%"
"06.02.2017","4,9833","5,0000","5,0000","4,9000","137,20K","-0,33%"
"03.02.2017","5,0000","4,9333","5,0000","4,9167","77,46K","0,00%"
"02.02.2017","5,0000","5,0000","5,1500","4,9500","125,72K","-0,66%"
"01.02.2017","5,0333","5,0333","5,0500","5,0000","119,11K","0,33%"
"31.01.2017","5,0167","5,1833","5,2000","5,0000","65,09K","-1,31%"
"30.01.2017","5,0833","5,0833","5,1667","4,9667","148,46K","-1,61%"
"27.01.2017","5,1667","5,1333","5,2333","4,9667","114,31K","1,64%"
"26.01.2017","5,0833","5,0333","5,0833","4,8667","230,52K","0,99%"
"25.01.2017","5,0333","5,1500","5,1500","5,0000","177,76K","-0,98%"
"24.01.2017","5,0833","5,0333","5,1500","5,0000","281,26K","0,99%"
"23.01.2017","5,0333","5,2000","5,2000","4,9167","783,43K","-3,82%"
"20.01.2017","5,2333","5,2333","5,2333","5,1667","203,42K","0,00%"
"19.01.2017","5,2333","5,2000","5,2500","5,1667","259,69K","0,32%"
"18.01.2017","5,2167","5,2333","5,2500","5,1333","106,09K","-0,32%"
"17.01.2017","5,2333","5,3333","5,4167","5,0833","94,30K","-1,88%"
"16.01.2017","5,3333","5,4833","5,4833","5,3333","459,47K","-2,74%"
"13.01.2017","5,4833","5,4667","5,5167","5,4333","70,97K","0,30%"
"12.01.2017","5,4667","5,5833","5,5833","5,4167","362,35K","-1,80%"
"11.01.2017","5,5667","5,5333","5,7167","5,5000","511,50K","2,14%"
"10.01.2017","5,4500","5,4333","5,5000","5,4167","267,25K","0,31%"
"09.01.2017","5,4333","5,4333","5,4500","5,4167","198,70K","0,00%"
"05.01.2017","5,4333","5,5167","5,5167","5,4333","43,57K","-1,51%"
"04.01.2017","5,5167","5,5833","5,5833","5,4500","492,97K","-0,60%"
"03.01.2017","5,5500","5,5000","5,5833","5,5000","217,62K","0,60%"
"02.01.2017","5,5167","5,5333","5,6167","5,5167","264,04K","-0,30%"
"30.12.2016","5,5333","5,4500","5,5333","5,4167","103,33K","1,53%"
"29.12.2016","5,4500","5,5000","5,5333","5,4167","224,22K","-0,91%"
"28.12.2016","5,5000","5,5000","5,5833","5,4167","202,61K","0,00%"
"27.12.2016","5,5000","5,5833","5,5833","5,4167","156,42K","-1,20%"
"23.12.2016","5,5667","5,3667","5,5833","5,3333","234,31K","3,09%"
"22.12.2016","5,4000","5,3333","5,4667","5,3333","753,47K","1,25%"
"21.12.2016","5,3333","5,1667","5,3667","5,1667","494,74K","3,22%"
"20.12.2016","5,1667","5,0000","5,2167","4,9667","2,68M","1,97%"
"19.12.2016","5,0667","4,9500","5,1000","4,9500","526,48K","2,36%"
"16.12.2016","4,9500","4,8333","4,9667","4,8333","656,71K","2,41%"
"15.12.2016","4,8333","4,8333","4,9000","4,7667","468,59K","-0,69%"
"14.12.2016","4,8667","4,9833","4,9833","4,7833","288,18K","-2,34%"
"13.12.2016","4,9833","5,0000","5,0000","4,8333","980,76K","1,01%"
"12.12.2016","4,9333","4,9333","4,9333","4,7500","569,58K","2,07%"
"09.12.2016","4,8333","4,6667","4,8667","4,6000","807,96K","2,84%"
"08.12.2016","4,7000","4,8333","4,8333","4,5833","1,13M","-2,08%"
"07.12.2016","4,8000","4,6667","4,8333","4,5833","996,81K","2,86%"
"06.12.2016","4,6667","4,6000","4,7500","4,5833","782,57K","1,45%"
"05.12.2016","4,6000","4,6667","4,9000","4,5167","888,42K","-4,50%"
"02.12.2016","4,8167","5,0167","5,0500","4,7333","2,51M","-4,62%"
"01.12.2016","5,0500","5,1500","5,1500","4,9667","1,03M","-0,66%"
"30.11.2016","5,0833","5,3333","5,3333","4,8833","1,07M","5,90%"
"29.11.2016","4,8000","4,7667","5,3667","4,7667","2,22M","2,13%"
"28.11.2016","4,7000","4,7167","4,7833","4,6667","1,08M","-0,35%"
"25.11.2016","4,7167","4,6667","4,9000","4,5000","2,68M","1,80%"
"24.11.2016","4,6333","4,4833","4,6667","4,3667","4,41M","3,35%"
"23.11.2016","4,4833","4,5000","4,5000","4,2833","6,27M","-0,37%"
